t_s,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18
53.626312680000005,1500,1500,1500,1713,1765,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.641826374000004,1500,1500,1500,1715,1765,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.670201043000006,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
53.692516681,1500,1500,1500,1715,1765,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.720310201000004,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
53.744281224000005,1500,1500,1500,1715,1765,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.746234407,1500,1500,1500,1713,1765,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.771384388,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
53.771809128,1500,1500,1500,1713,1762,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.771890491,1500,1500,1500,1705,1762,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.785351568,1500,1500,1500,1705,1765,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.785373849,1500,1500,1500,1673,1765,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.800142849000004,1500,1500,1500,1673,1762,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.800170920000006,1500,1500,1500,1651,1762,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.80769783900001,1500,1500,1500,1651,1765,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.80772210400001,1500,1500,1500,1601,1765,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.820182623,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
53.823083125000004,1500,1500,1500,1601,1762,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.823111407000006,1500,1500,1500,1525,1762,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.836228522000006,1500,1500,1500,1500,1762,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.870146184000006,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
53.897734206,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.920264094000004,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
53.962343947,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
53.970256383000006,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.020132757000006,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.03221373,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.070594926000005,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.091113635000006,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.120224991,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.151839762,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.170176163,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.21101539,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.220999126,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.270772577,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.292053473,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.320539284000006,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.345864374,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.37128278,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.42168626,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.427636386,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.470100049,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.480651939000005,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.520463966,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.55444288,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.570321933,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.620236971000004,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.630922688000005,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.670559940000004,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.691740972000005,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.720327357,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.770643956,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.781620967,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.821497067,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.842090158000005,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.870429624,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.917477022,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
54.920334407000006,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.970264662000005,65535,65535,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
54.976824496000006,1500,1500,1500,1500,1760,1500,1500,1500,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
