t_s,forward_m,lateral_m,relative_z_m,relative_yaw_rad
0.0,0.0,0.0,0.0,0.0
0.02,0.00033480425991738716,-0.0003036195671954551,-0.002095940052846801,4.655404705262989e-05
0.04,0.0006413323522531042,-0.0005838529185404741,-0.0040431090811138826,9.023604023834786e-05
0.060000000000000005,0.0009194414681569567,-0.0008434071951424773,-0.006115931544162012,0.00013134549112342464
0.08,0.0011725344771641704,-0.0010832835863797024,-0.00860576092537274,0.00017021634021893717
0.1,0.0014059092765611294,-0.001304388957190929,-0.011594817851753175,0.00020716563231600038
0.12000000000000001,0.0016242431143488891,-0.001508062326609683,-0.014972926840840894,0.00024241457581102022
0.14,0.0018326765389627677,-0.0016955036540367108,-0.018490460252227003,0.0002761886350482884
0.16,0.0020337372950680805,-0.0018682502093172928,-0.021802011373448726,0.0003086773079110511
0.17800000000000002,0.0022083920733422693,-0.002009959527156947,-0.024450041996269933,0.0003370766587961066
0.19,0.002324478625574663,-0.002100368319775465,-0.025941521734430345,0.0003557645869671777
0.198,0.0024022628952272518,-0.0021593904335912746,-0.026768211713236484,0.0003681559160182146
0.21800000000000003,0.002600109210886156,-0.0023062995354587363,-0.02805979473692946,0.0003990172097567274
0.23800000000000002,0.002803789603923372,-0.002457358487789146,-0.027858771057715753,0.00042981277985063016
0.258,0.003006418287794411,-0.0026086209074405236,-0.02581071979026922,0.0004605866113565893
0.278,0.0031970193304289604,-0.0027480752148232525,-0.02199739626662059,0.0004907373964946754
0.29800000000000004,0.003369968726807383,-0.0028696061585806497,-0.016978287406000547,0.0005197552648677356
0.318,0.0035238855161614773,-0.0029740944754878826,-0.011504840419050172,0.000547438470970732
0.338,0.0036606236375297968,-0.0030658674896598768,-0.006183817068360159,0.0005738638844820232
0.35800000000000004,0.003782488278258411,-0.003148620560068826,-0.0014324647787342104,0.0005992117018407822
0.378,0.00389179941276628,-0.003224841211653412,0.0025818291013582906,0.0006236142876413636
0.398,0.003989554149126877,-0.003300059288579299,0.005500671650591177,0.0006472332266177078
0.41400000000000003,0.004061717051187826,-0.0033616944521819223,0.006779803696093434,0.0006657534499743545
0.41800000000000004,0.00407932529761477,-0.0033774452323321333,0.0069278871661392905,0.0006703619289412238
0.438,0.004167195095539104,-0.003454229669890521,0.006575143134571609,0.0006932804690647221
0.458,0.004255710246894996,-0.0035204456064987797,0.0045788486246183535,0.0007156673431144289
