t,nu_u,nu_v,nu_w,nu_p,nu_q,nu_r,nudot_udot,nudot_vdot,nudot_wdot,nudot_pdot,nudot_qdot,nudot_rdot,thr_fx,thr_fy,thr_fz,thr_tx,thr_ty,thr_tz,mujoco_fluid_fx,mujoco_fluid_fy,mujoco_fluid_fz,mujoco_fluid_tx,mujoco_fluid_ty,mujoco_fluid_tz,target_fx,target_fy,target_fz,target_tx,target_ty,target_tz
1.165382089,nan,nan,nan,-0.000869150580673,0.000824262572218,-0.00216153904878,0,0,0,0.0052061528085,-0.0018993556275,-0.0443554746243,21.0760697159,2.69114630177,-15.3442190341,-0.153443178572,-2.52785249959,5.87961056253,nan,nan,nan,nan,nan,nan,-21.0760697159,-2.69114630177,15.3442190341,0.155907646364,2.52714930115,-5.91240371816
1.215382089,nan,nan,nan,-0.000704773516085,0.00067722759647,-0.00448408913317,0,0,0,0.00492456444755,0.000775239489815,-0.0512063364634,21.0760697307,2.69114630388,-15.3442190453,-0.153443178917,-2.52785250102,5.87961056717,nan,nan,nan,nan,nan,nan,-21.0760697307,-2.69114630388,15.3442190453,0.155774349537,2.52813951794,-5.91746874308
1.265382089,nan,nan,nan,-0.000376694135918,0.0009017865212,-0.00728217269512,0,0,0,0.00709944332985,0.000575490844688,-0.0764707553782,21.0760697349,2.69114630448,-15.3442190484,-0.153443179015,-2.52785250144,5.8796105685,nan,nan,nan,nan,nan,nan,-21.0760697349,-2.69114630448,15.3442190484,0.156803885101,2.52806556541,-5.93614738619
1.315382089,nan,nan,nan,5.17081690057e-06,0.000734776680939,-0.012131164671,0,0,0,0.00314576122705,0.00341593770323,-0.086878824797,21.0760697361,2.69114630466,-15.3442190494,-0.153443179044,-2.52785250155,5.87961056888,nan,nan,nan,nan,nan,nan,-21.0760697361,-2.69114630466,15.3442190494,0.15493230691,2.52911718417,-5.9438423429
1.365382089,nan,nan,nan,-6.21180132136e-05,0.00124338029152,-0.0159700551748,0,0,0,0.0107299703866,0.0315820091433,0.0175238835866,21.0760697365,2.69114630471,-15.3442190496,-0.153443179052,-2.52785250159,5.87961056899,nan,nan,nan,nan,nan,nan,-21.0760697365,-2.69114630471,15.3442190496,0.158522489514,2.53954510883,-5.86665470623
1.415382089,nan,nan,nan,0.00107816785556,0.00389297759527,-0.0103787763123,0,0,0,0.0132897294692,0.0537359207971,0.180263544958,21.0760697366,2.69114630472,-15.3442190497,-0.153443179054,-2.5278525016,5.87961056902,nan,nan,nan,nan,nan,nan,-21.0760697366,-2.69114630472,15.3442190497,0.159734218031,2.54774715156,-5.74633704338
1.465382089,nan,nan,nan,0.00126685493371,0.00661697237123,0.00205629932102,0,0,0,0.00391970657495,0.0623917407819,0.308895046125,21.0760697366,2.69114630472,-15.3442190497,-0.153443179055,-2.5278525016,5.87961056903,nan,nan,nan,nan,nan,nan,-21.0760697366,-2.69114630472,15.3442190497,0.155298674075,2.55095179579,-5.65123643016
1.515382089,nan,nan,nan,0.00147013851306,0.0101321516735,0.0205107283002,0,0,0,0.00523143279551,0.076038070687,0.459551732955,21.0760697366,2.69114630473,-15.3442190497,-0.153443179055,-2.5278525016,5.87961056903,nan,nan,nan,nan,nan,nan,-21.0760697366,-2.69114630473,15.3442190497,0.155919613786,2.55600407651,-5.53985202451
1.565382089,nan,nan,nan,0.00178999821326,0.0142207794399,0.0480114726165,0,0,0,-0.0112856958891,0.0761462859587,0.620709348663,21.0760697366,2.69114630473,-15.3442190497,-0.153443179055,-2.5278525016,5.87961056903,nan,nan,nan,nan,nan,nan,-21.0760697366,-2.69114630473,15.3442190497,0.148100801478,2.55604414105,-5.42070400912
1.615382089,nan,nan,nan,0.000341568924146,0.0177467802693,0.0825816631665,0,0,0,-0.0280363963756,0.0642969288522,0.746434946693,21.0760697366,2.69114630473,-15.3442190497,-0.153443179055,-2.5278525016,5.87961056903,nan,nan,nan,nan,nan,nan,-21.0760697366,-2.69114630473,15.3442190497,0.140171421884,2.55165715357,-5.32775180563
1.665382089,nan,nan,nan,-0.00101364142431,0.0206504723252,0.122654967286,0,0,0,-0.0248202564586,0.0531391875846,0.852613798044,21.0760697366,2.69114630473,-15.3442190497,-0.153443179055,-2.5278525016,5.87961056903,nan,nan,nan,nan,nan,nan,-21.0760697366,-2.69114630473,15.3442190497,0.141693865334,2.54752622302,-5.24925102018
1.715382089,nan,nan,nan,-0.00214045672171,0.0230606990278,0.167843042971,0,0,0,-0.0242360150148,0.0473914680652,0.953453723409,21.0760697366,2.69114630473,-15.3442190497,-0.153443179055,-2.5278525016,5.87961056903,nan,nan,nan,nan,nan,nan,-21.0760697366,-2.69114630473,15.3442190497,0.141970431211,2.54539824482,-5.17469744152
1.765382089,nan,nan,nan,-0.00343724292579,0.0253896191317,0.218000339627,0,0,0,-0.0169207620406,0.0518277443988,1.07608682693,21.0760697366,2.69114630473,-15.3442190497,-0.153443179055,-2.5278525016,5.87961056903,nan,nan,nan,nan,nan,nan,-21.0760697366,-2.69114630473,15.3442190497,0.145433296403,2.54704068741,-5.08403159962
1.815382089,nan,nan,nan,-0.00383253292577,0.0282434734677,0.275451725664,0,0,0,-0.00612056195953,0.0595283765517,1.23615552524,21.0760697366,2.69114630473,-15.3442190497,-0.153443179055,-2.5278525016,5.87961056903,nan,nan,nan,nan,nan,nan,-21.0760697366,-2.69114630473,15.3442190497,0.150545851917,2.54989169245,-4.96568864918
