wall_mono_s,sim_time,lin_vel_body_x,lin_vel_body_y,lin_vel_body_z,ang_vel_body_x,ang_vel_body_y,ang_vel_body_z,base_depth_m,base_vz_down_mps,buoy_force_world_z,weight_force_world_z,net_static_force_world_z,initial_depth_hold_active,thr_force_body_x,thr_force_body_y,thr_force_body_z,thr_torque_body_x,thr_torque_body_y,thr_torque_body_z,thr_force_world_x,thr_force_world_y,thr_force_world_z,thr_torque_world_x,thr_torque_world_y,thr_torque_world_z,xfrc_force_world_x,xfrc_force_world_y,xfrc_force_world_z,xfrc_torque_world_x,xfrc_torque_world_y,xfrc_torque_world_z,qvel_0,qvel_1,qvel_2,qvel_3,qvel_4,qvel_5,qfrc_applied_0,qfrc_applied_1,qfrc_applied_2,qfrc_applied_3,qfrc_applied_4,qfrc_applied_5,qfrc_actuator_0,qfrc_actuator_1,qfrc_actuator_2,qfrc_actuator_3,qfrc_actuator_4,qfrc_actuator_5,qfrc_fluid_0,qfrc_fluid_1,qfrc_fluid_2,qfrc_fluid_3,qfrc_fluid_4,qfrc_fluid_5,qfrc_passive_0,qfrc_passive_1,qfrc_passive_2,qfrc_passive_3,qfrc_passive_4,qfrc_passive_5,qfrc_bias_0,qfrc_bias_1,qfrc_bias_2,qfrc_bias_3,qfrc_bias_4,qfrc_bias_5,qacc_0,qacc_1,qacc_2,qacc_3,qacc_4,qacc_5,sitl_ch1_pwm,sitl_ch2_pwm,sitl_ch3_pwm,sitl_ch4_pwm,sitl_ch5_pwm,sitl_ch6_pwm,sitl_ch7_pwm,sitl_ch8_pwm,ver_lf_servo_norm,ver_lf_target,ver_lf_state,ver_lf_force,ver_lf_direct_gain,ver_lr_servo_norm,ver_lr_target,ver_lr_state,ver_lr_force,ver_lr_direct_gain,ver_rf_servo_norm,ver_rf_target,ver_rf_state,ver_rf_force,ver_rf_direct_gain,ver_rr_servo_norm,ver_rr_target,ver_rr_state,ver_rr_force,ver_rr_direct_gain,yaw_lf_servo_norm,yaw_lf_target,yaw_lf_state,yaw_lf_force,yaw_lf_direct_gain,yaw_lr_servo_norm,yaw_lr_target,yaw_lr_state,yaw_lr_force,yaw_lr_direct_gain,yaw_rf_servo_norm,yaw_rf_target,yaw_rf_state,yaw_rf_force,yaw_rf_direct_gain,yaw_rr_servo_norm,yaw_rr_target,yaw_rr_state,yaw_rr_force,yaw_rr_direct_gain
299508.06,36.4,0.322598837,-0.0488713095,0.0125987635,0.0267672579,-0.00459197389,-0.592544699,0.358469939,0.00113863337,150.09763,-147.154539,2.94309079,0,50.502259,-12.2259712,-0.160944627,0.898807864,3.7490486,-3.86144993,51.8586833,2.28733116,-2.3288457,-0.339376025,3.81961889,-3.88192632,-0.415047382,1.52442288,149.317413,0.535120594,-4.45935327,-8.0723798,0.324566705,0.0390717122,-0.00113863337,0.0267672579,-0.00459197389,-0.592544699,0,0,0,0,0,0,51.8586847,2.28733122,-2.32884576,0.346193976,1.46563838,-3.80765576,-50.8830633,-6.81468553,0.138812859,-0.171489945,2.95681934,12.5094044,-50.8830633,-6.81468553,0.138812859,-0.171489945,2.95681934,12.5094044,0.0331352581,0.00767551815,147.154652,0.0237373859,0.9325831,-0.00248085921,0.0336842875,-0.198152364,-0.00134174165,-0.00266489051,-0.0407444355,0.671896454,1277,1373,1221,1428,1567,1464,1576,1390,-0.09,-0.09,-0.0920256947,-0.0149551561,0.02,0.275,0.275,0.272847158,0.139284774,0.02,-0.1675,-0.1675,-0.16306336,-0.0535070375,0.02,0.19,0.19,0.198112547,0.0901220459,0.02,0.3175,0.3175,0.642107028,29.489454,1,-0.18,-0.18,-0.516826894,-16.301007,1,0.5575,0.5575,0.366149144,10.7644156,1,-0.6975,-0.6975,-0.489203562,-14.866103,1
299508.114,36.45,0.323207875,-0.0492688202,0.0125808068,0.0268247313,-0.00598079319,-0.558646138,0.358527002,0.00112927175,150.09763,-147.154539,2.94309079,0,50.5444217,-12.0872917,-0.158023836,0.88712235,3.75232578,-3.48212498,51.9095344,0.938596958,-2.3206538,-0.225173177,3.83128525,-3.5018109,-0.384218126,1.5128383,149.349498,0.41675484,-4.45379398,-7.40095776,0.326147881,0.0296049847,-0.00112927175,0.0268247313,-0.00598079319,-0.558646138,0,0,0,0,0,0,51.9095358,0.938596984,-2.32065386,0.340776776,1.46702266,-3.42894099,-50.9789642,-5.2397827,0.134520734,-0.144518055,2.95519317,11.5161118,-50.9789642,-5.2397827,0.134520734,-0.144518055,2.95519317,11.5161118,0.0303807075,0.00552095896,147.154743,0.0244322119,0.931233046,-0.00259484873,0.0335036514,-0.182643685,0.00072186388,-0.0120661448,-0.0206369895,0.737659076,1277,1373,1221,1428,1567,1464,1576,1390,-0.09,-0.09,-0.0911967349,-0.0146601646,0.02,0.275,0.275,0.274002439,0.140209784,0.02,-0.1675,-0.1675,-0.165444197,-0.054989705,0.02,0.19,0.19,0.19479271,0.0874639217,0.02,0.3175,0.3175,0.634092452,28.8589556,1,-0.18,-0.18,-0.508510608,-15.9785653,1,0.5575,0.5575,0.374652196,11.2147322,1,-0.6975,-0.6975,-0.498459623,-15.4283537,1
299508.167,36.5,0.323833427,-0.0496468865,0.0126371822,0.0266524534,-0.00682174092,-0.522126789,0.358581168,0.0010359431,150.09763,-147.154539,2.94309079,0,50.4075056,-12.0004137,-0.156369348,0.879918554,3.74214125,-3.10360155,51.7636174,-0.409640566,-2.30458513,-0.110028124,3.82735818,-3.1224099,-0.336790498,1.51471759,149.370207,0.298306326,-4.44031614,-6.72883534,0.327450401,0.0207101287,-0.0010359431,0.0266524534,-0.00682174092,-0.522126789,0,0,0,0,0,0,51.7636188,-0.409640578,-2.30458519,0.337499866,1.46303401,-3.05079981,-51.0268022,-3.76013759,0.115593808,-0.113057062,2.94465569,10.4839584,-51.0268022,-3.76013759,0.115593808,-0.113057062,2.94465569,10.4839584,0.0273073186,0.00380783298,147.154817,0.0257571625,0.929443613,-0.00274660267,0.0247230181,-0.173623521,0.00186396041,-0.0159083057,-0.0140651419,0.758575372,1277,1373,1221,1428,1567,1464,1576,1390,-0.09,-0.09,-0.090707004,-0.0144858902,0.02,0.275,0.275,0.274537761,0.140638405,0.02,-0.1675,-0.1675,-0.166547404,-0.0556767277,0.02,0.19,0.19,0.192831425,0.0858935617,0.02,0.3175,0.3175,0.626275757,28.2148849,1,-0.18,-0.18,-0.500399652,-15.5456137,1,0.5575,0.5575,0.382777397,11.6123015,1,-0.6975,-0.6975,-0.507304373,-15.9141781,1
299508.22,36.55,0.324166281,-0.0500721306,0.0127060473,0.0261293379,-0.00745381715,-0.485645771,0.358629679,0.000910956784,150.09763,-147.154539,2.94309079,0,50.1656258,-11.9061257,-0.155424837,0.872465268,3.72404032,-2.75429256,51.4817549,-1.66825789,-2.2838195,-0.00221641854,3.81209901,-2.77194801,-0.283105711,1.51453903,149.374914,0.179085822,-4.42099617,-6.11312767,0.328217247,0.0122817206,-0.000910956784,0.0261293379,-0.00745381715,-0.485645771,0,0,0,0,0,0,51.4817563,-1.66825793,-2.28381956,0.334308398,1.45587021,-2.70190568,-50.9990078,-2.36126382,0.0897170874,-0.0779248421,2.92910447,9.49278654,-50.9990078,-2.36126382,0.0897170874,-0.0779248421,2.92910447,9.49278654,0.0242092827,0.00243132159,147.154865,0.0275764142,0.927329604,-0.00293490243,0.0112745063,-0.163427658,0.00179714382,-0.0294546166,-0.0146965729,0.730310914,1277,1373,1221,1428,1567,1464,1576,1390,-0.09,-0.09,-0.0904176821,-0.0143829328,0.02,0.275,0.275,0.274785813,0.140837015,0.02,-0.1675,-0.1675,-0.167058596,-0.055995073,0.02,0.19,0.19,0.191672742,0.0849658283,0.02,0.3175,0.3175,0.618652056,27.6284548,1,-0.18,-0.18,-0.492488957,-15.0565302,1,0.5575,0.5575,0.390541539,11.9970219,1,-0.6975,-0.6975,-0.51575609,-16.2629017,1
299508.272,36.6,0.324343945,-0.0504727413,0.0127559685,0.025074287,-0.0077870496,-0.451357482,0.358672106,0.000793344934,150.09763,-147.154539,2.94309079,0,50.1190133,-11.8007638,-0.154882096,0.864343151,3.72059774,-2.4385928,51.3646736,-2.77709051,-2.27059077,0.0933223571,3.80813034,-2.45481276,-0.257363146,1.50859815,149.374579,0.0616478492,-4.39646476,-5.55986722,0.328612705,0.00442240813,-0.000793344934,0.025074287,-0.0077870496,-0.451357482,0,0,0,0,0,0,51.364675,-2.77709059,-2.27059083,0.330948635,1.4545369,-2.38666951,-50.9146706,-1.0755005,0.0800988542,-0.0322000546,2.91581124,8.5943224,-50.9146706,-1.0755005,0.0800988542,-0.0322000546,2.91581124,8.5943224,0.021241729,0.00139562356,147.154873,0.0296970532,0.924947487,-0.00313954168,0.01224805,-0.151843698,0.00184438705,-0.0259721107,0.00295916694,0.697573626,1277,1373,1221,1428,1567,1464,1576,1390,-0.09,-0.09,-0.0902467572,-0.0143221079,0.02,0.275,0.275,0.274900752,0.140929044,0.02,-0.1675,-0.1675,-0.167295467,-0.0561425845,0.02,0.19,0.19,0.190988219,0.0844177443,0.02,0.3175,0.3175,0.611216585,27.1654105,1,-0.18,-0.18,-0.484773577,-14.6690476,1,0.5575,0.5575,0.397960666,12.4260465,1,-0.6975,-0.6975,-0.523832237,-16.6184839,1
299508.324,36.65,0.324533449,-0.0508631192,0.0128207402,0.0237386991,-0.00758986271,-0.416103333,0.358708492,0.000665571315,150.09763,-147.154539,2.94309079,0,49.8769928,-11.7121868,-0.154568526,0.857571803,3.70243967,-2.09925831,51.0402305,-3.84013379,-2.24985926,0.186565948,3.78761445,-2.11412967,-0.212120756,1.50803829,149.373723,-0.0468006274,-4.36940584,-4.95665278,0.32885704,-0.00285065514,-0.000665571315,0.0237386991,-0.00758986271,-0.416103333,0,0,0,0,0,0,51.0402319,-3.8401339,-2.24985932,0.32818097,1.44731953,-2.04772474,-50.8139922,0.115166876,0.0586458382,0.012494815,2.89464518,7.71016899,-50.8139922,0.115166876,0.0586458382,0.012494815,2.89464518,7.71016899,0.0182680178,0.000707658843,147.154861,0.0320189438,0.922544248,-0.00334319931,0.000677566681,-0.14331598,0.00207836946,-0.0256310816,0.00070909961,0.763466121,1277,1373,1221,1428,1567,1464,1576,1390,-0.09,-0.09,-0.0901457786,-0.014286174,0.02,0.275,0.275,0.274954012,0.140971688,0.02,-0.1675,-0.1675,-0.167405226,-0.0562109368,0.02,0.19,0.19,0.190583817,0.0840939486,0.02,0.3175,0.3175,0.603964697,26.499028,1,-0.18,-0.18,-0.47724869,-14.2853705,1,0.5575,0.5575,0.405050109,12.7012226,1,-0.6975,-0.6975,-0.531549505,-17.0510986,1
299508.377,36.7,0.324277111,-0.0515853742,0.0128514514,0.0228751422,-0.00756450456,-0.377347695,0.358738638,0.000556405665,150.09763,-147.154539,2.94309079,0,49.7068478,-11.7948529,-0.154386551,0.863726419,3.68967174,-1.75583254,50.7972738,-4.95594556,-2.23353708,0.28401645,3.77225011,-1.76977755,-0.182414859,1.53146738,149.355447,-0.148519245,-4.34098426,-4.34850659,0.328553911,-0.00991599415,-0.000556405665,0.0228751422,-0.00756450456,-0.377347695,0,0,0,0,0,0,50.7972752,-4.95594569,-2.23353714,0.330599076,1.44224296,-1.70393524,-50.6731146,1.2559348,0.0431305315,0.0527963726,2.87697448,6.79331951,-50.6731146,1.2559348,0.0431305315,0.0527963726,2.87697448,6.79331951,0.0154005794,0.000159341029,147.154873,0.0344763314,0.920226758,-0.00356823585,-0.00385920539,-0.13997335,0.000643571481,-0.0171142774,0.005986127,0.802788629,1277,1373,1221,1428,1567,1464,1576,1390,-0.09,-0.09,-0.0900861227,-0.014264945,0.02,0.275,0.275,0.27497869,0.140991448,0.02,-0.1675,-0.1675,-0.167456084,-0.0562426091,0.02,0.19,0.19,0.190344906,0.0839026574,0.02,0.3175,0.3175,0.596891858,25.9451313,1,-0.18,-0.18,-0.469909594,-13.8307408,1,0.5575,0.5575,0.41182452,12.9770879,1,-0.6975,-0.6975,-0.538923841,-17.5431384,1
299508.43,36.75,0.324042347,-0.0526371385,0.0127838193,0.021893127,-0.00710492097,-0.343762733,0.358765915,0.000556779691,150.09763,-147.154539,2.94309079,0,49.6653246,-11.8677577,-0.197150774,0.866819655,3.67776502,-1.58959834,50.6660641,-5.94480065,-2.26634162,0.363418654,3.75566605,-1.60220291,-0.156061766,1.54898795,149.356415,-0.254398777,-4.31230319,-3.96260261,0.328208422,-0.0167004522,-0.000556779691,0.021893127,-0.00710492097,-0.343762733,0,0,0,0,0,0,50.6660655,-5.94480081,-2.26634168,0.330397017,1.43202492,-1.53738025,-50.6303687,2.33355007,0.0304370663,0.0913150753,2.86489064,6.04644696,-50.6303687,2.33355007,0.0304370663,0.0913150753,2.86489064,6.04644696,0.0130335203,-0.00011744345,147.154865,0.0372232342,0.918030134,-0.00381155861,-0.00744314501,-0.133011926,-0.0023536756,-0.035765781,0.0115593876,0.586222694,1321,1333,1246,1407,1573,1462,1599,1363,-0.095,-0.095,-0.0925767894,-0.0151512672,0.02,0.3425,0.3425,0.309227471,0.168345008,0.02,-0.1825,-0.1825,-0.17508795,-0.060542711,0.02,0.2475,0.2475,0.219328101,0.104499744,0.02,0.4175,0.4175,0.592267401,25.6982841,1,-0.2325,-0.2325,-0.46394542,-13.6185012,1,0.4475,0.4475,0.413792751,13.1084147,1,-0.635,-0.635,-0.543410743,-17.8121757,1
299508.483,36.8,0.323573848,-0.053758911,0.0126729229,0.0204208235,-0.00638071509,-0.317438828,0.358795116,0.000603167273,150.09763,-147.154539,2.94309079,0,49.533978,-11.9160397,-0.217650576,0.869691721,3.663645,-1.42403866,50.4348666,-6.84138626,-2.27464446,0.436716866,3.73572484,-1.43533368,-0.121586835,1.56661116,149.35417,-0.355158536,-4.28494002,-3.63009106,0.327544946,-0.0230987313,-0.000603167273,0.0204208235,-0.00638071509,-0.317438828,0,0,0,0,0,0,50.434868,-6.84138645,-2.27464452,0.331086736,1.42375157,-1.37160812,-50.5731631,3.34582057,0.061609876,0.137350786,2.85428957,5.48679804,-50.5731631,3.34582057,0.061609876,0.137350786,2.85428957,5.48679804,0.0111505013,-0.000241031031,147.154826,0.0399791326,0.91601379,-0.00404873824,-0.0164043433,-0.12452768,-0.00123327881,-0.0349199316,0.0146345455,0.518138837,1321,1333,1246,1407,1573,1462,1599,1363,-0.095,-0.095,-0.0938771584,-0.0156140132,0.02,0.3425,0.3425,0.327082529,0.180671072,0.02,-0.1825,-0.1825,-0.179065483,-0.0626658632,0.02,0.2475,0.2475,0.234446005,0.115259381,0.02,0.4175,0.4175,0.587952378,25.4041963,1,-0.2325,-0.2325,-0.458231013,-13.3915432,1,0.4475,0.4475,0.415290599,13.208356,1,-0.635,-0.635,-0.547480691,-18.0475279,1
299508.536,36.85,0.32273659,-0.0548099246,0.0125520818,0.0186778382,-0.00573332799,-0.292186864,0.358826549,0.000654317174,150.09763,-147.154539,2.94309079,0,49.3161923,-11.948859,-0.228031237,0.871464947,3.64510293,-1.24065668,50.1107119,-7.65991047,-2.27076533,0.504599637,3.71030983,-1.25077405,-0.0887809466,1.57836248,149.336659,-0.44662648,-4.259729,-3.29261428,0.3264195,-0.0290157103,-0.000654317174,0.0186778382,-0.00573332799,-0.292186864,0,0,0,0,0,0,50.1107133,-7.65991068,-2.27076538,0.331376529,1.41500775,-1.18808173,-50.3933874,4.29983853,0.0721332084,0.179976974,2.83852111,4.95823858,-50.3933874,4.29983853,0.0721332084,0.179976974,2.83852111,4.95823858,0.00941675042,-0.000322897373,147.154779,0.0425357197,0.91424155,-0.00427021,-0.0242120085,-0.114158258,-0.000889825146,-0.0407812835,0.0100451477,0.511411088,1321,1333,1246,1407,1573,1462,1599,1363,-0.095,-0.095,-0.0944797096,-0.0158284355,0.02,0.3425,0.3425,0.335356016,0.187555032,0.02,-0.1825,-0.1825,-0.18090855,-0.063811324,0.02,0.2475,0.2475,0.241451179,0.120115964,0.02,0.4175,0.4175,0.583743894,25.0485115,1,-0.2325,-0.2325,-0.452657694,-13.1188385,1,0.4475,0.4475,0.416721887,13.3038562,1,-0.635,-0.635,-0.551369784,-18.2724218,1
299508.587,36.9,0.321693623,-0.0558150488,0.012422953,0.0170653254,-0.00528162204,-0.267080008,0.358860589,0.000711009998,150.09763,-147.154539,2.94309079,0,49.0905722,-11.9877992,-0.232415046,0.874027791,3.62717966,-1.06061334,49.7768296,-8.41417216,-2.26154033,0.567683759,3.6849259,-1.06972606,-0.0651159499,1.59152897,149.311208,-0.529078186,-4.23609974,-2.96428471,0.325016731,-0.0344698723,-0.000711009998,0.0170653254,-0.00528162204,-0.267080008,0,0,0,0,0,0,49.776831,-8.41417239,-2.26154039,0.332179279,1.40726321,-1.00786705,-50.1584623,5.18070897,0.0686717623,0.222449416,2.82450047,4.45101827,-50.1584623,5.18070897,0.0686717623,0.222449416,2.82450047,4.45101827,0.00786255653,-0.000387345131,147.15474,0.0448565686,0.912671003,-0.00447487901,-0.0292525512,-0.105058548,-0.00249835473,-0.0367755819,0.00662946235,0.515003176,1321,1333,1246,1407,1573,1462,1599,1363,-0.095,-0.095,-0.0947589134,-0.0159277923,0.02,0.3425,0.3425,0.339189697,0.19062458,0.02,-0.1825,-0.1825,-0.181762571,-0.0644191433,0.02,0.2475,0.2475,0.244697161,0.122137402,0.02,0.4175,0.4175,0.579639317,24.7016085,1,-0.2325,-0.2325,-0.447221981,-12.8405097,1,0.4475,0.4475,0.418089572,13.3951127,1,-0.635,-0.635,-0.555086057,-18.4873221,1
299508.64,36.95,0.320512936,-0.056809069,0.0122821893,0.0156216789,-0.00507272526,-0.241819218,0.358897802,0.000775773548,150.09763,-147.154539,2.94309079,0,48.8580947,-12.0322045,-0.234532319,0.877177564,3.60923976,-0.883933395,49.4367529,-9.10419065,-2.25023241,0.625926434,3.65918626,-0.892167241,-0.0443174904,1.60427061,149.282322,-0.603624182,-4.21320764,-2.64530675,0.323426514,-0.0394870148,-0.000775773548,0.0156216789,-0.00507272526,-0.241819218,0,0,0,0,0,0,49.4367543,-9.10419091,-2.25023246,0.333321933,1.39982198,-0.830991718,-49.8772172,5.98945941,0.0922092793,0.260436889,2.80798141,3.95786432,-49.8772172,5.98945941,0.0922092793,0.260436889,2.80798141,3.95786432,0.00647217581,-0.000445150085,147.154712,0.0469878657,0.911233179,-0.00466886312,-0.0321191298,-0.0966708477,-0.00194848342,-0.0311914762,0.00255404043,0.520016118,1321,1333,1246,1407,1573,1462,1599,1363,-0.095,-0.095,-0.0948882878,-0.0159738311,0.02,0.3425,0.3425,0.340966107,0.192132864,0.02,-0.1825,-0.1825,-0.182158298,-0.0647007881,0.02,0.2475,0.2475,0.24620125,0.123074074,0.02,0.4175,0.4175,0.575636083,24.3632706,1,-0.2325,-0.2325,-0.441920477,-12.5575227,1,0.4475,0.4475,0.419396483,13.482314,1,-0.635,-0.635,-0.55863719,-18.6926729,1
299508.692,37,0.319246564,-0.0577930082,0.0121247265,0.0143062181,-0.00505287928,-0.216494618,0.358938591,0.000852606554,150.09763,-147.154539,2.94309079,0,48.6270488,-12.0613136,-0.235546801,0.879270922,3.59164751,-0.718421902,49.1003277,-9.70933877,-2.23767919,0.677428472,3.63366216,-0.725788661,-0.0283867211,1.61666481,149.254309,-0.671418393,-4.19009798,-2.34126952,0.321722704,-0.0440608129,-0.000852606554,0.0143062181,-0.00505287928,-0.216494618,0,0,0,0,0,0,49.100329,-9.70933904,-2.23767924,0.334099559,1.39266854,-0.66535214,-49.5974392,6.73275593,0.110825098,0.29853213,2.79313384,3.48150363,-49.5974392,6.73275593,0.110825098,0.29853213,2.79313384,3.48150363,0.00523454853,-0.000488397495,147.15469,0.0489916552,0.909847845,-0.00485590394,-0.0349149487,-0.0868139508,-0.00186350414,-0.0292541578,-0.00140743434,0.513922489,1321,1333,1246,1407,1573,1462,1599,1363,-0.095,-0.095,-0.094948236,-0.0159951642,0.02,0.3425,0.3425,0.341789241,0.19286516,0.02,-0.1825,-0.1825,-0.182341666,-0.0648312937,0.02,0.2475,0.2475,0.246898199,0.123508099,0.02,0.4175,0.4175,0.57173169,24.0332863,1,-0.2325,-0.2325,-0.436749867,-12.29598,1,0.4475,0.4475,0.420645318,13.5598994,1,-0.635,-0.635,-0.562030521,-18.8798663,1
299508.744,37.05,0.317905597,-0.0587243669,0.0119671515,0.0128592714,-0.00521035504,-0.191184778,0.358983058,0.000921819318,150.09763,-147.154539,2.94309079,0,48.3635242,-12.0491601,-0.236016881,0.878312665,3.57172962,-0.552928777,48.7355938,-10.2064323,-2.22240164,0.720863481,3.60580866,-0.559388647,-0.0112417258,1.62266911,149.224513,-0.731815154,-4.16606321,-2.03722727,0.319933214,-0.0481412114,-0.000921819318,0.0128592714,-0.00521035504,-0.191184778,0,0,0,0,0,0,48.7355952,-10.2064326,-2.22240169,0.333690637,1.3846599,-0.499912486,-49.277536,7.3730881,0.122357575,0.331163848,2.77612113,3.02585796,-49.277536,7.3730881,0.122357575,0.331163848,2.77612113,3.02585796,0.0041117888,-0.000517628243,147.154667,0.0508689538,0.908396661,-0.00503276534,-0.0371052964,-0.076270621,-0.00189445729,-0.039523269,-0.00679761334,0.531789908,1321,1333,1246,1407,1573,1462,1599,1363,-0.095,-0.095,-0.0949760142,-0.0160050492,0.02,0.3425,0.3425,0.342170656,0.193204484,0.02,-0.1825,-0.1825,-0.182426633,-0.064891766,0.02,0.2475,0.2475,0.247221144,0.123709213,0.02,0.4175,0.4175,0.567923696,23.6652701,1,-0.2325,-0.2325,-0.431706919,-12.0492266,1,0.4475,0.4475,0.421838658,13.6289065,1,-0.635,-0.635,-0.565273063,-19.0529487,1
299508.796,37.1,0.316470432,-0.05956667,0.0117931718,0.0112706109,-0.00559078368,-0.164711292,0.359031084,0.000994368077,150.09763,-147.154539,2.94309079,0,48.0765641,-12.009292,-0.236234702,0.875294046,3.5501035,-0.385272283,48.3555355,-10.6074107,-2.20452719,0.757188517,3.57655159,-0.390836959,-0.000158244934,1.6287367,149.195924,-0.783908395,-4.14023701,-1.72932754,0.318053924,-0.0516794512,-0.000994368077,0.0112706109,-0.00559078368,-0.164711292,0,0,0,0,0,0,48.3555368,-10.607411,-2.20452724,0.332474056,1.37600341,-0.332431407,-48.9266542,7.93935399,0.138016597,0.367107124,2.76055533,2.56878269,-48.9266542,7.93935399,0.138016597,0.367107124,2.76055533,2.56878269,0.00307449633,-0.000532934242,147.154645,0.0525907027,0.906827267,-0.00519470641,-0.0381908815,-0.0650938042,-0.00150865611,-0.0371149952,-0.00870483617,0.553841394,1321,1333,1246,1407,1573,1462,1599,1363,-0.095,-0.095,-0.0949888857,-0.0160096296,0.02,0.3425,0.3425,0.342347392,0.193361716,0.02,-0.1825,-0.1825,-0.182466004,-0.064919787,0.02,0.2475,0.2475,0.247370787,0.123802403,0.02,0.4175,0.4175,0.564209721,23.2687765,1,-0.2325,-0.2325,-0.426788483,-11.8085656,1,0.4475,0.4475,0.42297897,13.6948471,1,-0.635,-0.635,-0.568371517,-19.2183399,1
299508.848,37.15,0.315014841,-0.0603782382,0.0116223878,0.00965264663,-0.0061055935,-0.137212838,0.359082308,0.00105101131,150.09763,-147.154539,2.94309079,0,47.810221,-11.9857817,-0.236335634,0.873516551,3.53005286,-0.218022222,48.0080595,-10.9535801,-2.18571664,0.78938876,3.54951574,-0.222803504,0.00722559709,1.63539391,149.167734,-0.827324893,-4.11177998,-1.41992541,0.316184373,-0.0547247887,-0.00105101131,0.00965264663,-0.0061055935,-0.137212838,0,0,0,0,0,0,48.0080608,-10.9535804,-2.1857167,0.33175923,1.36799103,-0.165284788,-48.5601289,8.40351273,0.162203349,0.399493437,2.74133246,2.11448723,-48.5601289,8.40351273,0.162203349,0.399493437,2.74133246,2.11448723,0.0021597629,-0.000519194075,147.154628,0.0541284626,0.905079291,-0.0053396936,-0.036342895,-0.0569831761,-0.000701024115,-0.0303547516,-0.0092072773,0.579703485,1321,1333,1246,1407,1573,1462,1599,1363,-0.095,-0.095,-0.09499485,-0.0160117521,0.02,0.3425,0.3425,0.342429286,0.193434572,0.02,-0.1825,-0.1825,-0.182484247,-0.0649327711,0.02,0.2475,0.2475,0.247440126,0.123845585,0.02,0.4175,0.4175,0.560587445,22.8820723,1,-0.2325,-0.2325,-0.421991483,-11.5738465,1,0.4475,0.4475,0.42406861,13.7578575,1,-0.635,-0.635,-0.571332284,-19.4000867,1
299508.9,37.2,0.313631663,-0.061319514,0.0114511291,0.00857350924,-0.00645090984,-0.108829496,0.359136132,0.00110302906,150.09763,-147.154539,2.94309079,0,47.6061095,-12.0709781,-0.236382402,0.87991891,3.51469364,-0.0609558971,47.7378286,-11.3359243,-2.16854607,0.823909963,3.52816659,-0.0652473066,0.00895114738,1.65695548,149.145253,-0.864149177,-4.08071478,-1.13216606,0.314450159,-0.057452165,-0.00110302906,0.00857350924,-0.00645090984,-0.108829496,0,0,0,0,0,0,47.7378299,-11.3359246,-2.16854612,0.334310712,1.36185745,-0.00784359388,-48.2531638,8.83306124,0.16119051,0.429134601,2.72529653,1.67272549,-48.2531638,8.83306124,0.16119051,0.429134601,2.72529653,1.67272549,0.00142833478,-0.000451578774,147.154621,0.0555988584,0.903160344,-0.00547615376,-0.0334135424,-0.0531443307,-0.00119268022,-0.0117496937,-0.00207952899,0.584198972,1321,1333,1246,1407,1573,1462,1599,1363,-0.095,-0.095,-0.0949976136,-0.0160127355,0.02,0.3425,0.3425,0.342467233,0.193468332,0.02,-0.1825,-0.1825,-0.182492701,-0.0649387876,0.02,0.2475,0.2475,0.247472256,0.123865594,0.02,0.4175,0.4175,0.557054604,22.5966283,1,-0.2325,-0.2325,-0.417312922,-11.3090645,1,0.4475,0.4475,0.42510983,13.818068,1,-0.635,-0.635,-0.574161484,-19.6014451,1
299508.953,37.25,0.312153294,-0.0624458242,0.0112946835,0.00803557834,-0.00649637073,-0.0825558793,0.359192307,0.00113658001,150.09763,-147.154539,2.94309079,0,47.3217646,-12.1512611,-0.226760499,0.88907028,3.49431981,0.0284218937,47.4011412,-11.6453617,-2.13806781,0.853447798,3.50321941,0.0246040916,0.0212825742,1.67847443,149.118599,-0.900366362,-4.04807476,-0.932197095,0.31269901,-0.0599452828,-0.00113658001,0.00803557834,-0.00649637073,-0.0825558793,0,0,0,0,0,0,47.4011425,-11.6453621,-2.13806786,0.339833288,1.35437835,0.0818874448,-47.9956294,9.23604625,0.169778056,0.452076555,2.71028057,1.28723084,-47.9956294,9.23604625,0.169778056,0.452076555,2.71028057,1.28723084,0.000909839636,-0.000351503952,147.154618,0.0571989728,0.901179801,-0.00562504384,-0.0375559591,-0.0458537199,-0.000349277284,-0.0131907112,0.00136771323,0.478028482,1342,1316,1268,1391,1570,1455,1599,1374,-0.1125,-0.1125,-0.103041317,-0.0196868536,0.02,0.315,0.315,0.333031338,0.18569371,0.02,-0.175,-0.175,-0.179918559,-0.0631212233,0.02,0.2475,0.2475,0.247487144,0.123874865,0.02,0.46,0.46,0.554450545,22.3997101,1,-0.2725,-0.2725,-0.413541928,-11.0742256,1,0.395,0.395,0.424712228,13.7950759,1,-0.58,-0.58,-0.57490089,-19.6540697,1
