t,nu_u,nu_v,nu_w,nu_p,nu_q,nu_r,nudot_udot,nudot_vdot,nudot_wdot,nudot_pdot,nudot_qdot,nudot_rdot,thr_fx,thr_fy,thr_fz,thr_tx,thr_ty,thr_tz,target_fx,target_fy,target_fz,target_tx,target_ty,target_tz
0.815382089,nan,nan,nan,-0.00124314962673,-0.000462927231726,0.0042250926446,0,0,0,-0.00241489286667,0.00887325952836,0.00610722877847,107.530301843,13.7302432379,-35.5187976732,-0.377687824206,-5.67525076746,29.9978037187,-107.530301843,-13.7302432379,35.5187976732,0.37654467188,5.67853591433,-29.9932884857
0.865382089,nan,nan,nan,-0.00154028815301,-0.000138093384935,0.00446849510845,0,0,0,-0.00307563117898,0.00725120409551,0.00152517522722,107.530777174,13.7303110567,-35.5189602822,-0.377692974761,-5.67527099089,29.9979531165,-107.530777174,-13.7303110567,35.5189602822,0.376237044776,5.67795560419,-29.9968255148
0.915382089,nan,nan,nan,-0.00155071274463,0.000262193177825,0.00437761016732,0,0,0,0.00113615000748,0.00579353926569,-0.00501763648829,107.530913359,13.7303304871,-35.5190068705,-0.37769445042,-5.67527678501,29.9979959196,-107.530913359,-13.7303304871,35.5190068705,0.378232276566,5.67742172705,-30.0017055888
0.965382089,nan,nan,nan,-0.00142667315226,0.000441260541634,0.00396673145962,0,0,0,0.00152401324117,0.00573569056831,-0.0126928882368,107.530952376,13.730336054,-35.5190202183,-0.377694873203,-5.67527844505,29.998008183,-107.530952376,-13.730336054,35.5190202183,0.378416304495,5.67740196976,-30.0073923653
1.015382089,nan,nan,nan,-0.00139831142051,0.000835762234656,0.00310832134364,0,0,0,-5.17747781288e-05,0.00452405678445,-0.0223243130761,107.530963555,13.730337649,-35.5190240425,-0.377694994333,-5.67527892066,29.9980116965,-107.530963555,-13.730337649,35.5190240425,0.377670485395,5.6769538622,-30.0145166416
1.065382089,nan,nan,nan,-0.00143185063007,0.000893666220078,0.00173430015201,0,0,0,0.00172922623575,0.000314009245647,-0.0315686301438,107.530966758,13.7303381059,-35.5190251381,-0.377695029037,-5.67527905692,29.9980127031,-107.530966758,-13.7303381059,35.5190251381,0.378513603235,5.67539531256,-30.0213522121
1.115382089,nan,nan,nan,-0.00122538879694,0.000867163159221,-4.85416707434e-05,0,0,0,0.005627000494,-0.0006940364786,-0.0389583920079,107.530967675,13.7303382368,-35.519025452,-0.37769503898,-5.67527909596,29.9980129915,-107.530967675,-13.7303382368,35.519025452,0.380358725966,5.67502214283,-30.0268159436
1.165382089,nan,nan,nan,-0.000869150580673,0.000824262572218,-0.00216153904878,0,0,0,0.0052061528085,-0.0018993556275,-0.0443554746243,107.530967938,13.7303382744,-35.519025542,-0.377695041828,-5.67527910715,29.9980130741,-107.530967938,-13.7303382744,35.519025542,0.38015950962,5.67457590871,-30.0308062298
1.215382089,nan,nan,nan,-0.000704773516085,0.00067722759647,-0.00448408913317,0,0,0,0.00492456444755,0.000775239489815,-0.0512063364634,107.530968014,13.7303382851,-35.5190255677,-0.377695042645,-5.67527911035,29.9980130978,-107.530968014,-13.7303382851,35.5190255677,0.380026213265,5.67556612727,-30.0358712737
1.265382089,nan,nan,nan,-0.000376694135918,0.0009017865212,-0.00728217269512,0,0,0,0.00709944332985,0.000575490844688,-0.0764707553782,107.530968035,13.7303382882,-35.5190255751,-0.377695042878,-5.67527911127,29.9980131046,-107.530968035,-13.7303382882,35.5190255751,0.381055748964,5.67549217524,-30.0545499223
1.315382089,nan,nan,nan,5.17081690057e-06,0.000734776680939,-0.012131164671,0,0,0,0.00314576122705,0.00341593770323,-0.086878824797,107.530968041,13.7303382891,-35.5190255772,-0.377695042945,-5.67527911153,29.9980131065,-107.530968041,-13.7303382891,35.5190255772,0.379184170812,5.67654379415,-30.0622448806
1.365382089,nan,nan,nan,-6.21180132136e-05,0.00124338029152,-0.0159700551748,0,0,0,0.0107299703866,0.0315820091433,0.0175238835866,107.530968043,13.7303382893,-35.5190255778,-0.377695042965,-5.67527911161,29.9980131071,-107.530968043,-13.7303382893,35.5190255778,0.382774353426,5.68697171885,-29.9850572443
1.415382089,nan,nan,nan,0.00107816785556,0.00389297759527,-0.0103787763123,0,0,0,0.0132897294692,0.0537359207971,0.180263544958,107.530968044,13.7303382894,-35.519025578,-0.37769504297,-5.67527911163,29.9980131072,-107.530968044,-13.7303382894,35.519025578,0.383986081947,5.69517376159,-29.8647395816
1.465382089,nan,nan,nan,0.00126685493371,0.00661697237123,0.00205629932102,0,0,0,0.00391970657495,0.0623917407819,0.308895046125,107.530968044,13.7303382894,-35.5190255781,-0.377695042972,-5.67527911163,29.9980131073,-107.530968044,-13.7303382894,35.5190255781,0.379550537991,5.69837840582,-29.7696389684
1.515382089,nan,nan,nan,0.00147013851306,0.0101321516735,0.0205107283002,0,0,0,0.00523143279551,0.076038070687,0.459551732955,107.530968044,13.7303382894,-35.5190255781,-0.377695042972,-5.67527911164,29.9980131073,-107.530968044,-13.7303382894,35.5190255781,0.380171477703,5.70343068655,-29.6582545628
1.565382089,nan,nan,nan,0.00178999821326,0.0142207794399,0.0480114726165,0,0,0,-0.0112856958891,0.0761462859587,0.620709348663,107.530968044,13.7303382894,-35.5190255781,-0.377695042972,-5.67527911164,29.9980131073,-107.530968044,-13.7303382894,35.5190255781,0.372352665395,5.70347075109,-29.5391065474
1.615382089,nan,nan,nan,0.000341568924146,0.0177467802693,0.0825816631665,0,0,0,-0.0280363963756,0.0642969288522,0.746434946693,107.530968044,13.7303382894,-35.5190255781,-0.377695042972,-5.67527911164,29.9980131073,-107.530968044,-13.7303382894,35.5190255781,0.364423285802,5.69908376361,-29.4461543439
1.665382089,nan,nan,nan,-0.00101364142431,0.0206504723252,0.122654967286,0,0,0,-0.0248202564586,0.0531391875846,0.852613798044,107.530968044,13.7303382894,-35.5190255781,-0.377695042972,-5.67527911164,29.9980131073,-107.530968044,-13.7303382894,35.5190255781,0.365945729251,5.69495283306,-29.3676535585
